symbol,name,category,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,A+B+C+D+E,外資+投信
6287,元隆,"['半導體', '半導體:MOSFET', '半導體:其他IC_二極體製造']",2.0,6.0,2.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,無資料,無資料,,,5.0,
6288,聯嘉,"['LED照明產業', 'LED照明產業:封裝_模組', 'LED照明產業:燈具_應用']",4.0,8.0,3.0,7.0,6.0,4.0,7.0,7.0,7.0,3.0,5.0,3.0,6.0,3.0,2.0,3.0,3.0,3.0,8.0,3.0,6.0,22.0,9.0
6290,良維,"['連接器', '連接器:連接器設計、組裝及製造']",8.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,9.0,8.0,9.0,8.0,10.0,9.0,6.0,8.0,9.0,6.0,41.0,15.0
6291,沛亨,"['半導體', '半導體:電源管理IC']",10.0,2.0,3.0,5.0,10.0,2.0,5.0,6.0,5.0,8.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,無資料,無資料,3.0,6.0,47.0,9.0
6292,迅德,"['被動元件', '被動元件:電感器']",7.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,7.0,4.0,8.0,4.0,9.0,7.0,9.0,8.0,無資料,無資料,3.0,6.0,25.0,9.0
6294,智基,"['文化創意業', '文化創意業:數位內容產業']",9.0,1.0,9.0,3.0,6.0,5.0,3.0,3.0,3.0,8.0,6.0,10.0,6.0,8.0,5.0,8.0,6.0,無資料,無資料,6.0,6.0,29.0,12.0
6405,悅城,"['平面顯示器', '平面顯示器:其他零組件', '觸控面板', '觸控面板:玻璃基板']",3.0,3.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,2.0,2.0,無資料,無資料,5.0,6.0,15.0,11.0
6409,旭隼,"['其他', '其他:其他電子產品及電子服務產業', '太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",10.0,5.0,8.0,9.0,4.0,9.0,9.0,9.0,9.0,7.0,2.0,9.0,4.0,8.0,3.0,10.0,4.0,無資料,無資料,4.0,1.0,17.0,5.0
6411,晶焱,"['半導體', '半導體:輸出入介面IC']",9.0,5.0,4.0,5.0,10.0,5.0,6.0,5.0,5.0,9.0,9.0,8.0,10.0,9.0,8.0,8.0,8.0,無資料,無資料,4.0,6.0,45.0,10.0
6412,群電,"['LED照明產業', 'LED照明產業:燈具_應用', '電腦及週邊設備', '電腦及週邊設備:電源供應器']",9.0,9.0,9.0,10.0,4.0,4.0,10.0,10.0,10.0,5.0,5.0,8.0,6.0,6.0,6.0,9.0,7.0,無資料,無資料,10.0,1.0,28.0,11.0
6414,樺漢,"['電腦及週邊設備', '電腦及週邊設備:工業電腦']",10.0,6.0,10.0,10.0,6.0,7.0,10.0,10.0,10.0,4.0,6.0,5.0,7.0,5.0,7.0,10.0,7.0,8.0,10.0,10.0,1.0,33.0,11.0
6415,矽力-KY,"['半導體', '半導體:LED驅動IC', '半導體:光源管理IC', '半導體:電源管理IC']",10.0,5.0,,9.0,4.0,7.0,9.0,9.0,9.0,9.0,2.0,3.0,2.0,7.0,3.0,8.0,3.0,無資料,無資料,2.0,10.0,14.0,12.0
6416,瑞祺電通,"['通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",9.0,4.0,,7.0,4.0,7.0,7.0,7.0,7.0,5.0,3.0,6.0,3.0,6.0,3.0,7.0,4.0,無資料,無資料,10.0,6.0,17.0,16.0
6417,韋僑,"['通信網路', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)']",9.0,2.0,4.0,4.0,2.0,6.0,4.0,4.0,4.0,7.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0,無資料,無資料,7.0,6.0,22.0,13.0
6418,詠昇,"['連接器', '連接器:連接器設計、組裝及製造', '電腦及週邊設備', '電腦及週邊設備:連接線']",3.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,8.0,6.0,9.0,5.0,7.0,5.0,8.0,無資料,無資料,9.0,6.0,36.0,15.0
6419,京晨科,"['電腦及週邊設備', '電腦及週邊設備:安全監控系統']",7.0,1.0,5.0,2.0,10.0,6.0,1.0,2.0,1.0,8.0,9.0,3.0,8.0,7.0,2.0,7.0,3.0,無資料,無資料,3.0,6.0,32.0,9.0
6425,易發,"['平面顯示器', '平面顯示器:生產製程及檢測設備']",3.0,2.0,6.0,2.0,2.0,1.0,3.0,3.0,3.0,6.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,無資料,無資料,6.0,6.0,12.0,12.0
6426,統新,"['通信網路', '通信網路:其他零組件']",8.0,2.0,,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,無資料,無資料,2.0,6.0,8.0,8.0
6431,無資料,無資料,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,無資料,無資料,6.0,6.0,14.0,12.0
6432,今展科,"['被動元件', '被動元件:電感器']",5.0,1.0,,3.0,5.0,8.0,3.0,3.0,3.0,5.0,9.0,5.0,10.0,6.0,8.0,7.0,9.0,7.0,3.0,4.0,6.0,41.0,10.0
6435,大中,"['半導體', '半導體:MOSFET', '半導體:電源管理IC']",9.0,2.0,,6.0,9.0,6.0,6.0,6.0,5.0,3.0,3.0,5.0,3.0,6.0,5.0,9.0,5.0,無資料,無資料,8.0,6.0,25.0,14.0
6438,迅得,"['印刷電路板', '印刷電路板:生產製程及檢測設備', '平面顯示器', '平面顯示器:生產製程及檢測設備']",9.0,4.0,9.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,9.0,4.0,8.0,5.0,10.0,6.0,9.0,8.0,3.0,6.0,25.0,9.0
6441,廣錠,"['能源元件', '能源元件:電池模組', '電腦及週邊設備', '電腦及週邊設備:工業電腦']",7.0,3.0,7.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,8.0,3.0,2.0,3.0,3.0,無資料,無資料,6.0,6.0,19.0,12.0
6442,光聖,"['通信網路', '通信網路:光通訊設備(如光纖電纜、光傳輸設備)']",8.0,4.0,,5.0,2.0,1.0,5.0,5.0,5.0,7.0,3.0,6.0,3.0,6.0,3.0,7.0,4.0,無資料,無資料,3.0,6.0,15.0,9.0
6443,元晶,"['太陽能產業', '太陽能產業:太陽能電廠', '太陽能產業:太陽能電池', '太陽能產業:太陽能電池模組']",4.0,9.0,6.0,8.0,1.0,5.0,8.0,8.0,8.0,5.0,10.0,6.0,10.0,5.0,10.0,4.0,10.0,無資料,無資料,10.0,10.0,41.0,20.0
6446,藥華藥,"['製藥', '製藥:原材料']",10.0,9.0,,7.0,9.0,1.0,7.0,7.0,7.0,10.0,9.0,1.0,5.0,8.0,9.0,6.0,2.0,無資料,無資料,3.0,6.0,34.0,9.0
6449,鈺邦,"['被動元件', '被動元件:電容器']",8.0,5.0,,6.0,9.0,7.0,6.0,6.0,6.0,6.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,無資料,無資料,3.0,6.0,43.0,9.0
6451,無資料,無資料,10.0,6.0,6.0,7.0,3.0,8.0,7.0,7.0,7.0,7.0,9.0,8.0,9.0,6.0,5.0,8.0,5.0,無資料,無資料,2.0,6.0,31.0,8.0
6456,無資料,無資料,8.0,9.0,,10.0,1.0,2.0,10.0,10.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,無資料,無資料,9.0,1.0,5.0,10.0
6457,紘康,"['半導體', '半導體:微控制器IC']",8.0,1.0,,3.0,10.0,9.0,2.0,3.0,2.0,5.0,6.0,2.0,7.0,2.0,8.0,2.0,3.0,無資料,無資料,2.0,6.0,34.0,8.0
6461,益得,"['再生醫療', '再生醫療:幹細胞收集儲存', '再生醫療:幹細胞開發', '再生醫療:臨床實驗、移植技術、疾病治療', '製藥', '製藥:中、西藥製劑', '製藥:藥品代理銷售及通路', '食品生技', '食品生技:保健食品代理銷售及通路', '食品生技:加工製成品', '食品生技:原料']",4.0,6.0,7.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,8.0,無資料,無資料,3.0,6.0,33.0,9.0
6462,神盾,"['半導體', '半導體:消費性IC', '資通訊安全', '資通訊安全:端點安全防護', '資通訊安全:身分認證與訪問管理', '軟體服務', '軟體服務:應用_系統軟體設計開發']",9.0,4.0,,7.0,8.0,9.0,6.0,7.0,6.0,7.0,6.0,1.0,6.0,1.0,4.0,1.0,6.0,無資料,無資料,1.0,6.0,30.0,7.0
6464,台數科,"['其他', '其他:其他']",8.0,6.0,9.0,7.0,6.0,6.0,7.0,7.0,7.0,9.0,5.0,10.0,6.0,9.0,7.0,9.0,8.0,無資料,無資料,6.0,6.0,32.0,12.0
6465,威潤,"['通信網路', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)']",3.0,1.0,2.0,1.0,9.0,7.0,1.0,1.0,1.0,7.0,8.0,1.0,7.0,1.0,8.0,1.0,5.0,無資料,無資料,6.0,6.0,37.0,12.0
6469,大樹,"['製藥', '製藥:藥品代理銷售及通路', '醫療器材', '醫療器材:醫療院所、醫療器材專賣店、藥局等通路', '食品生技', '食品生技:保健食品代理銷售及通路']",10.0,6.0,5.0,9.0,8.0,3.0,9.0,9.0,9.0,6.0,7.0,5.0,5.0,4.0,6.0,8.0,5.0,4.0,9.0,3.0,6.0,31.0,9.0
6470,宇智,"['通信網路', '通信網路:主_被動元件', '通信網路:光通訊設備(如光纖電纜、光傳輸設備)', '通信網路:其他零組件', '通信網路:印刷電路板', '通信網路:塑膠_金屬機殼', '通信網路:微處理器', '通信網路:有線通訊設備(如電話機、傳真機)', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '通信網路:網路IC', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)', '通信網路:線材', '通信網路:記憶體', '通信網路:電信服務業']",8.0,2.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,7.0,5.0,7.0,5.0,9.0,5.0,無資料,無資料,9.0,6.0,21.0,15.0
6472,保瑞,"['製藥', '製藥:中、西藥製劑', '製藥:藥品代理銷售及通路']",10.0,6.0,8.0,9.0,2.0,5.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,10.0,7.0,4.0,8.0,2.0,6.0,35.0,8.0
6477,安集,"['太陽能產業', '太陽能產業:太陽能電廠', '太陽能產業:太陽能電池模組']",6.0,6.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,8.0,2.0,10.0,4.0,9.0,3.0,5.0,4.0,5.0,5.0,9.0,6.0,14.0,15.0
6482,弘煜科,"['文化創意業', '文化創意業:數位內容產業']",8.0,1.0,2.0,2.0,8.0,4.0,2.0,2.0,2.0,10.0,7.0,7.0,3.0,6.0,3.0,6.0,4.0,無資料,無資料,8.0,6.0,25.0,14.0
6485,點序,"['半導體', '半導體:記憶體控制IC']",9.0,2.0,5.0,4.0,6.0,2.0,4.0,5.0,4.0,8.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,無資料,無資料,1.0,10.0,14.0,11.0
6486,互動,"['軟體服務', '軟體服務:系統整合服務', '通信網路', '通信網路:光通訊設備(如光纖電纜、光傳輸設備)', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",8.0,2.0,9.0,7.0,10.0,10.0,5.0,6.0,5.0,9.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,10.0,7.0,7.0,6.0,31.0,13.0
6488,環球晶,"['半導體', '半導體:晶圓製造']",10.0,9.0,10.0,10.0,3.0,6.0,10.0,10.0,10.0,8.0,4.0,10.0,4.0,10.0,7.0,10.0,8.0,無資料,無資料,2.0,10.0,26.0,12.0
6491,晶碩,"['醫療器材', '醫療器材:隱型眼鏡、光學鏡片']",10.0,4.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,10.0,5.0,9.0,6.0,10.0,6.0,無資料,無資料,2.0,6.0,31.0,8.0
6492,生華科,"['製藥', '製藥:原材料']",7.0,5.0,,1.0,6.0,5.0,1.0,1.0,1.0,10.0,6.0,1.0,6.0,1.0,7.0,1.0,6.0,無資料,無資料,7.0,6.0,31.0,13.0
6494,九齊,"['半導體', '半導體:消費性IC']",8.0,1.0,,4.0,2.0,2.0,4.0,4.0,4.0,8.0,4.0,7.0,7.0,6.0,4.0,8.0,5.0,無資料,無資料,7.0,6.0,22.0,13.0
6496,科懋,"['製藥', '製藥:中、西藥製劑', '製藥:中藥材、西藥原料藥', '製藥:原材料', '製藥:藥品代理銷售及通路', '製藥:醫療院所', '食品生技', '食品生技:保健食品代理銷售及通路']",4.0,2.0,,3.0,9.0,6.0,3.0,3.0,3.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,10.0,無資料,無資料,,,27.0,
6499,益安,"['醫療器材', '醫療器材:醫療耗材']",6.0,5.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,9.0,無資料,無資料,7.0,6.0,28.0,13.0
6504,南六,"['石化及塑橡膠', '石化及塑橡膠:化妝品', '石化及塑橡膠:清潔用品', '紡織', '紡織:成衣及其它家居紡織類品', '醫療器材', '醫療器材:衛生用品', '醫療器材:醫療耗材']",8.0,4.0,4.0,7.0,6.0,2.0,7.0,8.0,7.0,2.0,5.0,4.0,4.0,3.0,6.0,5.0,6.0,無資料,無資料,7.0,6.0,27.0,13.0
6505,台塑化,"['油電燃氣', '油電燃氣:加油站', '油電燃氣:汽電共生', '石化及塑橡膠', '石化及塑橡膠:石化上游原料及相關鑽探設備']",8.0,10.0,6.0,10.0,4.0,2.0,10.0,10.0,10.0,2.0,10.0,7.0,10.0,6.0,10.0,9.0,1.0,無資料,無資料,9.0,1.0,35.0,10.0
6506,雙邦,"['石化及塑橡膠', '石化及塑橡膠:接著劑(合成樹脂)', '紡織', '紡織:成衣及其它家居紡織類品']",2.0,5.0,,4.0,5.0,9.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,無資料,無資料,4.0,6.0,10.0,10.0
6508,惠光,"['其他', '其他:農業科技業', '石化及塑橡膠', '石化及塑橡膠:塑膠製品', '石化及塑橡膠:肥料', '石化及塑橡膠:農藥']",5.0,5.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,6.0,3.0,5.0,3.0,無資料,無資料,5.0,6.0,14.0,11.0
6509,聚和,"['石化及塑橡膠', '石化及塑橡膠:顏染料', '能源元件', '能源元件:原材料', '能源元件:電池模組', '能源元件:電池芯']",6.0,7.0,6.0,7.0,3.0,7.0,7.0,7.0,7.0,6.0,3.0,8.0,4.0,6.0,4.0,6.0,4.0,6.0,7.0,3.0,6.0,18.0,9.0
6510,精測,"['半導體', '半導體:生產製程及檢測設備']",10.0,1.0,,6.0,2.0,8.0,6.0,6.0,6.0,9.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,無資料,無資料,2.0,1.0,10.0,3.0
6512,啟發電,"['通信網路', '通信網路:光通訊設備(如光纖電纜、光傳輸設備)', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,無資料,無資料,,,13.0,
6514,芮特-KY,"['通信網路', '通信網路:主_被動元件', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)']",7.0,1.0,,2.0,10.0,6.0,2.0,2.0,2.0,7.0,2.0,8.0,3.0,8.0,2.0,6.0,3.0,無資料,無資料,4.0,6.0,20.0,10.0
6515,穎崴,"['半導體', '半導體:生產製程及檢測設備']",10.0,2.0,7.0,6.0,1.0,3.0,7.0,6.0,7.0,8.0,2.0,8.0,3.0,7.0,3.0,10.0,3.0,無資料,無資料,7.0,10.0,12.0,17.0
6516,勤崴國際,"['人工智慧', '人工智慧:領域解決方案', '大數據', '大數據:領域解決方案', '軟體服務', '軟體服務:應用_系統軟體設計開發', '軟體服務:系統整合服務']",8.0,3.0,6.0,3.0,10.0,10.0,2.0,2.0,2.0,9.0,4.0,7.0,3.0,8.0,4.0,5.0,4.0,無資料,無資料,6.0,6.0,25.0,12.0
6517,保勝光學,"['電腦及週邊設備', '電腦及週邊設備:光學鏡片、鏡頭']",9.0,1.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,8.0,5.0,9.0,5.0,10.0,7.0,8.0,8.0,無資料,無資料,3.0,6.0,27.0,9.0
6523,達爾膚,"['食品生技', '食品生技:保健食品代理銷售及通路']",10.0,2.0,4.0,4.0,7.0,10.0,3.0,4.0,3.0,10.0,8.0,10.0,8.0,10.0,8.0,10.0,9.0,無資料,無資料,3.0,6.0,40.0,9.0
6525,無資料,無資料,8.0,6.0,5.0,7.0,3.0,4.0,7.0,7.0,7.0,4.0,2.0,8.0,3.0,7.0,3.0,7.0,4.0,無資料,無資料,7.0,6.0,15.0,13.0
6526,達發,"['半導體', '半導體:網路通訊IC']",10.0,7.0,6.0,9.0,7.0,2.0,9.0,9.0,,9.0,4.0,8.0,4.0,7.0,4.0,10.0,5.0,無資料,無資料,3.0,1.0,24.0,4.0
6527,明達醫,"['醫療器材', '醫療器材:其他']",8.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,8.0,6.0,7.0,4.0,7.0,4.0,7.0,5.0,無資料,無資料,4.0,6.0,22.0,10.0
6530,創威,"['資通訊安全', '資通訊安全:網路基礎設施', '通信網路', '通信網路:主_被動元件']",6.0,1.0,,1.0,6.0,4.0,1.0,1.0,1.0,9.0,5.0,9.0,6.0,9.0,6.0,5.0,6.0,無資料,無資料,7.0,6.0,29.0,13.0
6531,愛普*,"['半導體', '半導體:記憶體IC']",10.0,5.0,4.0,6.0,9.0,1.0,7.0,7.0,7.0,8.0,5.0,9.0,5.0,10.0,5.0,10.0,5.0,無資料,無資料,2.0,1.0,29.0,3.0
6532,瑞耘,"['半導體', '半導體:生產製程及檢測設備']",7.0,2.0,4.0,2.0,5.0,4.0,2.0,3.0,2.0,8.0,5.0,10.0,5.0,9.0,5.0,8.0,6.0,無資料,無資料,3.0,6.0,26.0,9.0
6533,晶心科,"['半導體', '半導體:IP設計_IC設計代工服務']",10.0,3.0,7.0,4.0,8.0,10.0,3.0,3.0,3.0,10.0,5.0,1.0,1.0,10.0,3.0,9.0,3.0,無資料,無資料,2.0,6.0,20.0,8.0
6534,正瀚-創,"['石化及塑橡膠', '石化及塑橡膠:農藥']",8.0,5.0,1.0,無資料,,無資料,無資料,無資料,無資料,10.0,,1.0,,1.0,,1.0,2.0,無資料,無資料,無資料,無資料,,無資料無資料
6535,順藥,"['製藥', '製藥:原材料']",8.0,7.0,2.0,1.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,1.0,6.0,1.0,7.0,1.0,5.0,無資料,無資料,6.0,6.0,38.0,12.0
6538,倉和,"['其他', '其他:其他電子產品及電子服務產業']",10.0,2.0,3.0,5.0,10.0,4.0,5.0,5.0,5.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,無資料,無資料,7.0,6.0,49.0,13.0
6541,泰福-KY,"['製藥', '製藥:原材料']",8.0,6.0,3.0,1.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,1.0,4.0,1.0,5.0,1.0,10.0,無資料,無資料,9.0,6.0,39.0,15.0
6542,隆中,"['休閒娛樂', '休閒娛樂:營運發行', '休閒娛樂:線上遊戲業', '休閒娛樂:設計開發']",7.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,10.0,6.0,6.0,5.0,7.0,5.0,6.0,7.0,無資料,無資料,4.0,6.0,28.0,10.0
6546,正基,"['通信網路', '通信網路:其他零組件']",9.0,4.0,4.0,5.0,8.0,3.0,5.0,5.0,5.0,5.0,2.0,7.0,3.0,9.0,5.0,9.0,5.0,無資料,無資料,1.0,6.0,23.0,7.0
6547,高端疫苗,"['製藥', '製藥:中、西藥製劑', '製藥:中藥材、西藥原料藥']",8.0,9.0,1.0,3.0,10.0,1.0,2.0,3.0,1.0,9.0,10.0,1.0,8.0,1.0,9.0,2.0,3.0,2.0,7.0,3.0,6.0,40.0,9.0
6548,長科*,"['半導體', '半導體:導線架']",5.0,2.0,8.0,9.0,4.0,7.0,9.0,8.0,9.0,5.0,2.0,7.0,3.0,8.0,3.0,5.0,4.0,無資料,無資料,10.0,1.0,16.0,11.0
6550,北極星藥業-KY,"['再生醫療', '再生醫療:臨床實驗、移植技術、疾病治療', '製藥', '製藥:中、西藥製劑']",8.0,9.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,3.0,1.0,4.0,1.0,9.0,無資料,無資料,9.0,6.0,25.0,15.0
6552,易華電,"['半導體', '半導體:基板']",5.0,5.0,5.0,5.0,6.0,2.0,4.0,5.0,4.0,2.0,10.0,3.0,9.0,4.0,10.0,4.0,10.0,3.0,4.0,7.0,6.0,45.0,13.0
6556,勝品,"['電腦及週邊設備', '電腦及週邊設備:安全監控系統']",9.0,1.0,6.0,4.0,2.0,7.0,5.0,5.0,5.0,5.0,2.0,6.0,3.0,6.0,3.0,8.0,3.0,無資料,無資料,6.0,6.0,13.0,12.0
6558,興能高,"['能源元件', '能源元件:電池芯']",4.0,5.0,1.0,3.0,6.0,3.0,4.0,4.0,3.0,5.0,10.0,5.0,9.0,7.0,10.0,5.0,10.0,2.0,3.0,9.0,6.0,45.0,15.0
6560,欣普羅,"['電腦及週邊設備', '電腦及週邊設備:安全監控系統']",5.0,1.0,,1.0,1.0,9.0,1.0,1.0,1.0,7.0,4.0,2.0,3.0,9.0,5.0,5.0,6.0,無資料,無資料,,,19.0,
6561,是方,"['大數據', '大數據:儲存處理', '大數據:分析工具', '大數據:應用軟體', '大數據:資料庫', '大數據:運算元件與設備', '大數據:雲端平台', '大數據:領域解決方案', '資通訊安全', '資通訊安全:網路安全防護', '資通訊安全:網頁內容安全', '資通訊安全:雲端安全', '通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)', '雲端運算', '雲端運算:IaaS', '雲端運算:PaaS', '雲端運算:SaaS', '雲端運算:系統整合', '雲端運算:設備安裝服務', '雲端運算:雲端應用服務', '雲端運算:顧問諮詢']",10.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,9.0,7.0,10.0,7.0,10.0,7.0,10.0,8.0,無資料,無資料,2.0,6.0,35.0,8.0
6568,宏觀,"['半導體', '半導體:光通訊IC', '半導體:消費性IC', '半導體:網路通訊IC', '半導體:輸出入介面IC', '太空衛星科技', '太空衛星科技:低軌衛星']",10.0,1.0,3.0,3.0,1.0,9.0,3.0,3.0,3.0,9.0,7.0,7.0,10.0,7.0,10.0,7.0,10.0,無資料,無資料,5.0,6.0,38.0,11.0
6569,醫揚,"['醫療器材', '醫療器材:其他', '醫療器材:顯示器']",10.0,1.0,6.0,4.0,1.0,1.0,4.0,4.0,4.0,8.0,9.0,8.0,9.0,9.0,8.0,9.0,8.0,無資料,無資料,7.0,6.0,35.0,13.0
6570,維田,"['電腦及週邊設備', '電腦及週邊設備:工業電腦']",7.0,2.0,,3.0,3.0,8.0,3.0,3.0,3.0,8.0,2.0,7.0,3.0,8.0,3.0,7.0,3.0,無資料,無資料,8.0,6.0,14.0,14.0
6573,無資料,無資料,2.0,5.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,9.0,無資料,無資料,6.0,6.0,22.0,12.0
6574,霈方,"['食品生技', '食品生技:保健食品代理銷售及通路']",7.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,10.0,7.0,8.0,10.0,2.0,1.0,1.0,1.0,無資料,無資料,,,25.0,
6576,逸達,"['製藥', '製藥:中、西藥製劑']",9.0,6.0,1.0,1.0,10.0,10.0,1.0,2.0,1.0,10.0,10.0,1.0,4.0,1.0,4.0,1.0,8.0,無資料,無資料,3.0,6.0,36.0,9.0
6577,勁豐,"['平面顯示器', '平面顯示器:其他零組件', '平面顯示器:塑膠框', '平面顯示器:背光模組', '醫療器材', '醫療器材:人工關節', '醫療器材:其他', '醫療器材:塑化材料', '醫療器材:生物檢測', '醫療器材:衛生用品', '醫療器材:醫療器材研發、設計、製造', '醫療器材:醫療耗材', '醫療器材:金屬零件', '醫療器材:隱型眼鏡、光學鏡片', '醫療器材:電子零組件、塑膠零件、五金零件', '醫療器材:顯示器', '醫療器材:體溫計、血壓計']",9.0,2.0,8.0,5.0,7.0,1.0,5.0,6.0,5.0,6.0,9.0,7.0,9.0,7.0,8.0,9.0,9.0,無資料,無資料,3.0,6.0,42.0,9.0
6578,達邦蛋白,"['食品', '食品:原物料']",3.0,3.0,2.0,2.0,5.0,7.0,2.0,2.0,2.0,2.0,9.0,2.0,6.0,1.0,1.0,1.0,10.0,6.0,1.0,8.0,6.0,31.0,14.0
6579,研揚,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備', '電腦及週邊設備:工業電腦']",10.0,7.0,8.0,8.0,2.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,9.0,5.0,無資料,無資料,7.0,6.0,27.0,13.0
6581,鋼聯,"['其他', '其他:其他']",9.0,6.0,,4.0,1.0,1.0,5.0,5.0,5.0,7.0,1.0,9.0,3.0,8.0,2.0,6.0,3.0,無資料,無資料,5.0,6.0,10.0,11.0
6582,申豐,"['石化及塑橡膠', '石化及塑橡膠:橡膠製品']",7.0,6.0,6.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,8.0,3.0,4.0,3.0,無資料,無資料,7.0,6.0,10.0,13.0
6584,南俊國際,"['電機機械', '電機機械:五金元件及零配件', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",8.0,3.0,,4.0,5.0,8.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,3.0,4.0,3.0,無資料,無資料,4.0,6.0,16.0,10.0
6585,鼎基,"['其他', '其他:其他', '石化及塑橡膠', '石化及塑橡膠:塑膠製品']",9.0,4.0,3.0,6.0,8.0,3.0,6.0,6.0,6.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,5.0,6.0,2.0,10.0,45.0,12.0
6588,東典,"['通信網路', '通信網路:其他零組件']",5.0,1.0,,1.0,9.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,無資料,無資料,6.0,6.0,13.0,12.0
6589,台康生技,"['製藥', '製藥:中、西藥製劑']",9.0,8.0,6.0,6.0,10.0,10.0,3.0,4.0,3.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,10.0,無資料,無資料,8.0,6.0,26.0,14.0
