symbol,name,category,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,A+B+C+D+E,外資+投信
6499,益安,"['醫療器材', '醫療器材:醫療耗材']",6,10,7,9,9.0,9,9,8,8,5,2.0,2,3.0,2,3.0,2,9.0,9,6,3,5,26.0,8
6504,南六,"['石化及塑橡膠', '石化及塑橡膠:化妝品', '石化及塑橡膠:清潔用品', '紡織', '紡織:成衣及其它家居紡織類品', '醫療器材', '醫療器材:衛生用品', '醫療器材:醫療耗材']",5,6,4,7,7.0,4,10,8,7,2,3.0,2,2.0,2,4.0,2,4.0,4,3,2,6,20.0,8
6505,台塑化,"['油電燃氣', '油電燃氣:加油站', '油電燃氣:汽電共生', '石化及塑橡膠', '石化及塑橡膠:石化上游原料及相關鑽探設備']",2,6,7,5,4.0,5,9,6,6,7,9.0,7,9.0,7,10.0,8,1.0,3,9,1,2,33.0,3
6506,雙邦,"['石化及塑橡膠', '石化及塑橡膠:接著劑(合成樹脂)', '紡織', '紡織:成衣及其它家居紡織類品']",6,8,6,6,2.0,4,9,5,5,1,1.0,1,1.0,2,1.0,2,1.0,8,5,6,6,6.0,12
6508,惠光,"['其他', '其他:農業科技業', '石化及塑橡膠', '石化及塑橡膠:塑膠製品', '石化及塑橡膠:肥料', '石化及塑橡膠:農藥']",8,9,3,1,4.0,1,8,1,3,3,1.0,1,1.0,7,2.0,5,2.0,10,10,3,6,10.0,9
6509,聚和,"['石化及塑橡膠', '石化及塑橡膠:顏染料', '能源元件', '能源元件:原材料', '能源元件:電池模組', '能源元件:電池芯']",9,7,9,9,3.0,5,10,9,9,8,2.0,9,2.0,9,2.0,8,3.0,9,9,3,6,12.0,9
6510,精測,"['半導體', '半導體:生產製程及檢測設備']",7,7,6,8,2.0,9,9,8,7,4,1.0,1,1.0,4,1.0,4,1.0,9,6,9,1,6.0,10
6512,啟發電,"['通信網路', '通信網路:光通訊設備(如光纖電纜、光傳輸設備)', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",8,7,6,7,2.0,10,9,6,7,6,5.0,4,5.0,4,3.0,4,3.0,7,8,6,6,18.0,12
6514,芮特-KY,"['通信網路', '通信網路:主_被動元件', '通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)']",8,8,6,7,2.0,3,9,8,7,9,2.0,8,2.0,8,2.0,6,2.0,9,5,6,6,10.0,12
6515,穎崴,"['半導體', '半導體:生產製程及檢測設備']",10,10,10,8,1.0,1,10,8,9,7,2.0,7,1.0,7,1.0,8,2.0,9,9,2,1,7.0,3
6516,勤崴國際,"['人工智慧', '人工智慧:領域解決方案', '大數據', '大數據:領域解決方案', '軟體服務', '軟體服務:應用_系統軟體設計開發', '軟體服務:系統整合服務']",8,10,10,9,2.0,2,10,10,10,8,2.0,8,2.0,9,2.0,8,3.0,10,9,9,6,11.0,15
6517,保勝光學,"['電腦及週邊設備', '電腦及週邊設備:光學鏡片、鏡頭']",10,10,4,10,10.0,10,10,10,10,9,2.0,9,2.0,10,9.0,10,9.0,10,10,10,6,32.0,16
6523,達爾膚,"['食品生技', '食品生技:保健食品代理銷售及通路']",9,6,9,9,9.0,2,10,10,10,9,9.0,9,8.0,10,8.0,9,8.0,8,9,2,6,42.0,8
6525,無資料,無資料,7,8,10,9,9.0,2,10,9,9,4,1.0,4,1.0,4,1.0,5,1.0,10,9,2,6,13.0,8
6526,達發,"['半導體', '半導體:網路通訊IC']",10,9,10,10,9.0,2,10,10,5,10,2.0,9,2.0,9,2.0,9,2.0,10,9,10,1,17.0,11
6527,明達醫,"['醫療器材', '醫療器材:其他']",10,10,9,9,2.0,8,10,9,10,9,8.0,7,1.0,7,1.0,8,1.0,9,10,2,6,13.0,8
6530,創威,"['資通訊安全', '資通訊安全:網路基礎設施', '通信網路', '通信網路:主_被動元件']",10,8,6,8,2.0,9,9,7,7,10,3.0,9,3.0,9,2.0,9,2.0,6,5,1,6,12.0,7
6531,愛普*,"['半導體', '半導體:記憶體IC']",10,10,9,9,9.0,10,10,8,8,9,4.0,8,4.0,9,3.0,8,4.0,7,6,2,10,24.0,12
6532,瑞耘,"['半導體', '半導體:生產製程及檢測設備']",9,10,7,9,2.0,2,10,9,10,7,3.0,7,3.0,9,3.0,9,3.0,9,9,2,6,14.0,8
6533,晶心科,"['半導體', '半導體:IP設計_IC設計代工服務']",9,9,10,10,10.0,9,10,10,10,7,2.0,3,2.0,9,3.0,9,5.0,8,8,10,5,22.0,15
6534,正瀚-創,"['石化及塑橡膠', '石化及塑橡膠:農藥']",10,10,9,10,10.0,10,10,10,6,9,6.0,2,6.0,2,6.0,2,2.0,10,10,1,6,30.0,7
6535,順藥,"['製藥', '製藥:原材料']",10,9,7,9,2.0,2,10,10,9,9,8.0,6,4.0,5,7.0,3,5.0,6,9,10,6,26.0,16
6538,倉和,"['其他', '其他:其他電子產品及電子服務產業']",9,10,10,10,9.0,2,10,10,10,9,9.0,9,9.0,9,9.0,10,9.0,7,10,1,6,45.0,7
6541,泰福-KY,"['製藥', '製藥:原材料']",8,4,10,9,1.0,1,10,10,10,10,9.0,5,2.0,5,2.0,2,10.0,6,9,1,6,24.0,7
6542,隆中,"['休閒娛樂', '休閒娛樂:營運發行', '休閒娛樂:線上遊戲業', '休閒娛樂:設計開發']",4,8,3,8,8.0,9,8,7,7,10,7.0,7,4.0,8,4.0,7,5.0,5,9,5,6,28.0,11
6546,正基,"['通信網路', '通信網路:其他零組件']",10,9,8,7,2.0,2,9,7,7,9,2.0,8,2.0,10,2.0,9,2.0,9,10,10,5,10.0,15
6547,高端疫苗,"['製藥', '製藥:中、西藥製劑', '製藥:中藥材、西藥原料藥']",8,10,5,10,10.0,1,10,10,9,8,9.0,4,10.0,4,10.0,5,2.0,5,10,2,6,41.0,8
6548,長科*,"['半導體', '半導體:導線架']",7,9,10,9,2.0,2,10,9,9,7,1.0,6,1.0,9,1.0,5,3.0,7,9,2,9,8.0,11
6550,北極星藥業-KY,"['再生醫療', '再生醫療:臨床實驗、移植技術、疾病治療', '製藥', '製藥:中、西藥製劑']",9,10,6,10,6.0,6,10,10,9,9,10.0,2,1.0,2,1.0,2,10.0,6,6,1,5,28.0,6
6552,易華電,"['半導體', '半導體:基板']",7,5,9,7,3.0,1,9,8,8,5,9.0,2,8.0,5,10.0,6,10.0,7,9,2,5,40.0,7
6554,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,5,無資料,6,5,,11
6556,勝品,"['電腦及週邊設備', '電腦及週邊設備:安全監控系統']",9,8,9,8,2.0,2,10,8,9,5,2.0,7,2.0,8,2.0,8,3.0,9,8,1,6,11.0,7
6558,興能高,"['能源元件', '能源元件:電池芯']",8,10,8,7,9.0,2,9,7,7,9,10.0,7,10.0,10,10.0,9,10.0,4,5,2,6,49.0,8
6560,欣普羅,"['電腦及週邊設備', '電腦及週邊設備:安全監控系統']",7,9,6,6,2.0,2,8,6,6,6,4.0,2,3.0,10,4.0,7,4.0,7,6,2,6,17.0,8
6561,是方,"['大數據', '大數據:儲存處理', '大數據:分析工具', '大數據:應用軟體', '大數據:資料庫', '大數據:運算元件與設備', '大數據:雲端平台', '大數據:領域解決方案', '資通訊安全', '資通訊安全:網路安全防護', '資通訊安全:網頁內容安全', '資通訊安全:雲端安全', '通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)', '雲端運算', '雲端運算:IaaS', '雲端運算:PaaS', '雲端運算:SaaS', '雲端運算:系統整合', '雲端運算:設備安裝服務', '雲端運算:雲端應用服務', '雲端運算:顧問諮詢']",9,10,9,10,7.0,2,10,10,10,10,7.0,9,8.0,10,8.0,9,6.0,8,8,2,6,36.0,8
6568,宏觀,"['半導體', '半導體:光通訊IC', '半導體:消費性IC', '半導體:網路通訊IC', '半導體:輸出入介面IC', '太空衛星科技', '太空衛星科技:低軌衛星']",8,8,8,6,1.0,2,10,6,7,5,9.0,5,10.0,5,10.0,5,10.0,7,9,2,6,40.0,8
6569,醫揚,"['醫療器材', '醫療器材:其他', '醫療器材:顯示器']",9,10,9,10,2.0,10,10,10,9,8,9.0,7,9.0,9,7.0,7,8.0,6,10,2,6,35.0,8
6570,維田,"['電腦及週邊設備', '電腦及週邊設備:工業電腦']",10,10,6,8,1.0,2,10,9,9,9,1.0,7,1.0,10,2.0,8,1.0,10,8,1,5,6.0,6
6573,無資料,無資料,7,9,8,7,2.0,2,9,7,7,6,2.0,2,2.0,2,4.0,2,9.0,5,5,2,6,19.0,8
6574,霈方,"['食品生技', '食品生技:保健食品代理銷售及通路']",8,7,10,8,8.0,9,9,7,7,6,9.0,8,10.0,1,1.0,1,2.0,10,5,5,6,30.0,11
6576,逸達,"['製藥', '製藥:中、西藥製劑']",9,10,4,10,9.0,9,9,9,9,9,10.0,5,3.0,5,3.0,3,9.0,6,10,1,6,34.0,7
6577,勁豐,"['平面顯示器', '平面顯示器:其他零組件', '平面顯示器:塑膠框', '平面顯示器:背光模組', '醫療器材', '醫療器材:人工關節', '醫療器材:其他', '醫療器材:塑化材料', '醫療器材:生物檢測', '醫療器材:衛生用品', '醫療器材:醫療器材研發、設計、製造', '醫療器材:醫療耗材', '醫療器材:金屬零件', '醫療器材:隱型眼鏡、光學鏡片', '醫療器材:電子零組件、塑膠零件、五金零件', '醫療器材:顯示器', '醫療器材:體溫計、血壓計']",10,7,10,7,2.0,1,10,10,10,5,10.0,6,10.0,9,10.0,10,10.0,6,10,1,6,42.0,7
6578,達邦蛋白,"['食品', '食品:原物料']",9,10,10,7,3.0,8,9,7,7,7,9.0,2,9.0,1,2.0,1,10.0,9,5,10,6,33.0,16
6579,研揚,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備', '電腦及週邊設備:工業電腦']",10,10,10,10,8.0,10,10,9,9,10,8.0,8,4.0,9,3.0,8,3.0,6,9,10,5,26.0,15
6581,鋼聯,"['其他', '其他:其他']",8,8,6,10,8.0,10,10,10,9,5,2.0,5,2.0,5,2.0,5,2.0,10,8,1,6,16.0,7
6582,申豐,"['石化及塑橡膠', '石化及塑橡膠:橡膠製品']",8,9,8,7,9.0,9,7,7,7,5,1.0,1,1.0,7,2.0,5,2.0,6,5,2,5,15.0,7
6584,南俊國際,"['電機機械', '電機機械:五金元件及零配件', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",10,10,6,10,10.0,10,10,10,10,10,2.0,9,2.0,9,2.0,9,3.0,10,9,1,6,19.0,7
6585,鼎基,"['其他', '其他:其他', '石化及塑橡膠', '石化及塑橡膠:塑膠製品']",10,9,7,10,10.0,9,10,10,10,10,10.0,10,10.0,10,10.0,10,10.0,9,9,1,10,50.0,11
6588,東典,"['通信網路', '通信網路:其他零組件']",9,9,6,7,2.0,1,8,7,7,1,1.0,1,2.0,1,2.0,1,2.0,5,8,6,6,9.0,12
6589,台康生技,"['製藥', '製藥:中、西藥製劑']",9,10,6,9,2.0,1,10,10,9,7,2.0,3,2.0,3,2.0,4,10.0,6,10,2,5,18.0,7
6590,普鴻,"['資通訊安全', '資通訊安全:資料安全', '軟體服務', '軟體服務:應用_系統軟體設計開發', '軟體服務:系統整合服務', '金融科技', '金融科技:支付', '電子商務', '電子商務:一般零售', '電子商務:交易撮(媒)合', '電子商務:店點開設管理', '電子商務:票券銷售', '電子商務:自有產品(服務)銷售', '電子商務:行銷廣告服務', '電子商務:資料分析處理服務', '電子商務:資訊系統建置服務', '電子商務:資訊聚合', '電子商務:金流串接處理服務']",10,10,9,10,9.0,10,10,10,10,8,8.0,9,9.0,8,8.0,9,8.0,7,7,10,6,42.0,16
6591,動力-KY,"['電腦及週邊設備', '電腦及週邊設備:散熱片、風扇馬達、散熱模組']",8,10,6,9,2.0,9,10,8,8,9,10.0,7,9.0,9,9.0,8,9.0,10,7,3,5,39.0,8
6592,和潤企業,"['其他', '其他:其他']",10,10,6,10,9.0,8,10,10,10,6,8.0,6,9.0,7,8.0,9,5.0,8,8,1,5,39.0,6
6592A,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,5,,11
6592B,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
6593,台灣銘板,"['軟體服務', '軟體服務:資料處理服務']",10,10,8,9,10.0,3,10,9,9,10,10.0,10,10.0,9,10.0,9,1.0,6,10,10,6,41.0,16
6594,展匯科,"['半導體', '半導體:消費性IC', '半導體:輸出入介面IC']",4,3,4,4,5.0,6,4,4,4,3,5.0,4,5.0,4,6.0,4,10.0,4,3,5,6,31.0,11
6596,寬宏藝術,"['文化創意業', '文化創意業:流行音樂及文化內容產業']",9,9,9,10,9.0,10,10,9,10,8,8.0,9,10.0,9,9.0,9,9.0,7,10,1,6,45.0,7
6598,ABC-KY,"['醫療器材', '醫療器材:生物檢測', '醫療器材:醫療院所、醫療器材專賣店、藥局等通路']",8,10,10,10,8.0,2,10,10,10,10,9.0,3,2.0,3,8.0,4,3.0,6,10,2,6,30.0,8
6603,富強鑫,"['電機機械', '電機機械:專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)']",8,10,6,10,7.0,9,10,10,9,4,2.0,2,2.0,2,2.0,2,3.0,7,10,2,6,16.0,8
6605,帝寶,"['汽車', '汽車:其他', '汽車:車燈']",10,6,10,10,8.0,4,10,10,10,10,9.0,10,9.0,10,6.0,10,6.0,5,9,1,6,38.0,7
6606,建德工業,"['電機機械', '電機機械:自動販賣機', '電機機械:金屬加工用機械']",10,10,8,9,1.0,1,10,9,10,8,2.0,9,2.0,9,2.0,8,2.0,10,10,1,6,9.0,7
6609,瀧澤科,"['電機機械', '電機機械:金屬加工用機械']",7,8,6,3,1.0,3,9,3,5,8,2.0,3,2.0,9,4.0,7,5.0,10,6,3,5,14.0,8
6612,奈米醫材,"['醫療器材', '醫療器材:其他', '醫療器材:醫療耗材']",9,10,10,9,1.0,2,10,10,10,8,7.0,7,3.0,7,2.0,10,3.0,10,10,9,5,16.0,14
6613,朋億,"['LED照明產業', 'LED照明產業:生產製程、檢測設備及原物料', '半導體', '半導體:生產製程及檢測設備', '平面顯示器', '平面顯示器:生產製程及檢測設備']",8,10,10,10,8.0,3,10,10,10,6,7.0,6,3.0,7,3.0,7,3.0,6,10,10,10,24.0,20
6615,慧智,"['其他', '其他:其他']",8,9,5,8,2.0,10,10,8,8,5,8.0,2,9.0,6,9.0,5,9.0,7,9,6,6,37.0,12
6616,特昇-KY,"['其他', '其他:其他']",7,10,9,9,10.0,9,10,9,8,6,3.0,6,9.0,2,2.0,2,2.0,8,7,6,6,26.0,12
6624,萬年清,"['其他', '其他:環保潔能服務產業']",10,8,9,10,2.0,9,10,10,10,9,9.0,9,10.0,9,9.0,9,10.0,9,10,6,6,40.0,12
6625,必應,"['文化創意業', '文化創意業:流行音樂及文化內容產業']",10,8,8,9,2.0,2,10,10,10,8,9.0,9,10.0,10,10.0,10,1.0,4,6,1,6,32.0,7
6629,泰金-KY,"['其他', '其他:其他']",9,9,6,10,10.0,10,10,9,9,10,2.0,10,2.0,10,2.0,9,2.0,8,7,5,6,18.0,11
6640,均華,"['半導體', '半導體:生產製程及檢測設備']",10,8,6,10,10.0,10,10,10,9,6,1.0,1,2.0,6,2.0,6,2.0,7,10,10,6,17.0,16
6641,無資料,無資料,7,9,9,10,9.0,9,10,10,8,6,2.0,6,2.0,6,2.0,6,2.0,9,8,2,6,17.0,8
6642,富致,"['被動元件', '被動元件:電阻器']",9,9,6,9,9.0,2,10,9,8,8,2.0,6,2.0,8,2.0,7,2.0,10,6,2,6,17.0,8
6643,M31,"['半導體', '半導體:IP設計_IC設計代工服務']",10,10,9,10,9.0,10,10,10,10,8,9.0,8,10.0,9,9.0,10,9.0,7,6,9,10,46.0,19
6645,金萬林-創,"['醫療器材', '醫療器材:生物檢測', '醫療器材:醫療器材代理', '醫療器材:醫療耗材']",10,10,9,10,10.0,10,10,10,6,9,5.0,1,6.0,1,6.0,2,3.0,10,10,5,6,30.0,11
6649,台生材,"['醫療器材', '醫療器材:醫療耗材']",4,9,5,9,2.0,2,10,9,9,6,1.0,3,1.0,3,1.0,3,2.0,10,10,6,6,7.0,12
6651,全宇昕,"['半導體', '半導體:電源管理IC']",9,9,7,9,1.0,2,10,9,9,7,1.0,7,2.0,10,9.0,9,9.0,10,8,1,6,22.0,7
6654,天正國際,"['其他', '其他:其他電子產品及電子服務產業']",8,9,7,7,2.0,2,9,7,8,6,3.0,1,1.0,2,1.0,2,2.0,8,8,6,5,9.0,11
6655,無資料,無資料,9,9,10,10,8.0,2,10,10,9,6,2.0,8,2.0,8,3.0,8,3.0,4,6,1,6,18.0,7
6657,華安,"['製藥', '製藥:原材料']",10,10,5,10,1.0,1,10,10,10,9,2.0,2,10.0,2,10.0,4,1.0,6,8,6,6,24.0,12
6658,聯策,"['人工智慧', '人工智慧:智慧設備', '半導體', '半導體:生產製程及檢測設備', '印刷電路板', '印刷電路板:生產製程及檢測設備', '能源元件', '能源元件:電池芯']",10,9,6,10,10.0,10,10,10,6,9,6.0,9,6.0,9,6.0,9,2.0,10,9,1,6,30.0,7
6661,威健生技,"['製藥', '製藥:中、西藥製劑', '製藥:中藥材、西藥原料藥', '製藥:原材料', '製藥:藥品代理銷售及通路', '製藥:醫療院所', '醫療器材', '醫療器材:生物檢測', '醫療器材:醫療器材代理', '醫療器材:醫療耗材']",9,9,9,8,9.0,9,9,8,7,8,2.0,2,1.0,2,1.0,2,1.0,9,9,6,6,14.0,12
6662,樂斯科,"['再生醫療', '再生醫療:臨床實驗、移植技術、疾病治療', '製藥', '製藥:中、西藥製劑', '醫療器材', '醫療器材:生物檢測', '食品生技', '食品生技:加工製成品']",9,8,10,10,9.0,10,10,9,8,8,2.0,7,3.0,8,2.0,8,2.0,7,9,5,6,18.0,11
6664,群翊,"['半導體', '半導體:生產製程及檢測設備', '印刷電路板', '印刷電路板:生產製程及檢測設備', '觸控面板', '觸控面板:工業用設備']",10,10,10,10,2.0,9,10,10,10,9,7.0,9,7.0,10,8.0,10,8.0,7,10,9,5,32.0,14
6666,無資料,無資料,8,8,9,9,10.0,9,10,9,9,8,9.0,8,10.0,7,9.0,8,9.0,7,6,1,6,47.0,7
6667,信紘科,"['其他', '其他:其他電子產品及電子服務產業', '半導體', '半導體:生產製程及檢測設備', '平面顯示器', '平面顯示器:生產製程及檢測設備']",10,10,10,10,9.0,9,10,10,10,10,9.0,10,9.0,10,9.0,10,9.0,8,10,8,6,45.0,14
6668,中揚光,"['電腦及週邊設備', '電腦及週邊設備:光學鏡片、鏡頭']",8,10,6,9,9.0,9,9,8,7,7,3.0,2,2.0,2,2.0,2,10.0,4,6,2,6,26.0,8
6669,緯穎,"['人工智慧', '人工智慧:運算設備', '雲端運算', '雲端運算:伺服器', '電腦及週邊設備', '電腦及週邊設備:伺服器']",10,9,10,9,1.0,8,10,9,9,10,1.0,9,1.0,10,1.0,9,1.0,7,8,1,9,5.0,10
6670,復盛應用,"['休閒娛樂', '休閒娛樂:高爾夫球具業']",10,10,8,10,2.0,9,10,9,9,7,2.0,6,2.0,6,2.0,7,2.0,10,8,10,9,10.0,19
6671,無資料,無資料,9,8,7,9,2.0,9,10,9,9,8,9.0,7,9.0,8,9.0,8,9.0,7,9,1,6,38.0,7
6672,騰輝電子-KY,"['印刷電路板', '印刷電路板:基板組裝加工及相關製造', '印刷電路板:銅箔基板']",8,8,6,7,2.0,2,9,7,7,10,9.0,9,9.0,9,9.0,8,9.0,8,8,2,5,38.0,7
6674,鋐寶科技,"['通信網路', '通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話)']",8,9,6,7,1.0,1,8,7,7,6,2.0,2,2.0,2,2.0,2,2.0,7,7,1,6,9.0,7
6679,鈺太,"['半導體', '半導體:微控制器IC', '半導體:輸出入介面IC', '半導體:電源管理IC', '運動科技', '運動科技:感測裝置']",10,9,4,9,10.0,2,10,9,9,8,8.0,8,9.0,10,8.0,9,8.0,9,10,3,2,43.0,5
6680,鑫創電子,"['人工智慧', '人工智慧:智慧設備', '人工智慧:運算設備', '雲端運算', '雲端運算:伺服器', '雲端運算:儲存', '雲端運算:網路', '雲端運算:電腦設備', '電腦及週邊設備', '電腦及週邊設備:工業電腦']",10,10,9,9,2.0,1,10,10,10,8,9.0,8,9.0,9,9.0,10,9.0,8,9,6,6,38.0,12
6683,雍智科技,"['半導體', '半導體:生產製程及檢測設備']",9,9,8,9,1.0,9,10,9,9,7,2.0,6,2.0,10,8.0,9,5.0,9,7,2,6,18.0,8
6684,安格,"['元宇宙', '元宇宙:高速傳輸', '半導體', '半導體:消費性IC']",10,10,8,9,10.0,5,10,9,9,7,10.0,1,1.0,1,1.0,1,10.0,8,10,1,6,32.0,7
6689,伊雲谷,"['人工智慧', '人工智慧:機器學習', '人工智慧:系統整合', '人工智慧:資料處理', '人工智慧:雲端平台', '人工智慧:領域解決方案', '人工智慧:顧問諮詢', '其他', '其他:其他電子產品及電子服務產業', '大數據', '大數據:儲存處理', '大數據:分析工具', '大數據:應用軟體', '大數據:系統整合', '大數據:資料庫', '大數據:雲端平台', '大數據:領域解決方案', '大數據:顧問諮詢', '資通訊安全', '資通訊安全:網頁內容安全', '資通訊安全:資安顧問服務', '資通訊安全:資料安全', '資通訊安全:雲端安全', '雲端運算', '雲端運算:IaaS', '雲端運算:PaaS', '雲端運算:SaaS', '雲端運算:營運管理軟體', '雲端運算:系統整合', '雲端運算:虛擬化軟體', '雲端運算:資安防護軟體', '雲端運算:雲端作業系統', '雲端運算:雲端應用服務', '雲端運算:顧問諮詢', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",10,10,10,10,10.0,10,10,10,10,10,9.0,9,10.0,9,10.0,9,10.0,10,7,1,5,49.0,6
6690,安碁資訊,"['軟體服務', '軟體服務:系統整合服務']",10,9,9,10,8.0,9,10,10,10,7,8.0,10,8.0,9,8.0,10,9.0,8,5,1,6,41.0,7
6691,洋基工程,"['其他', '其他:其他電子產品及電子服務產業']",10,10,9,9,2.0,9,10,9,10,9,1.0,9,1.0,10,1.0,9,2.0,9,10,10,10,7.0,20
6693,廣閎科,"['半導體', '半導體:電源管理IC']",10,9,7,9,2.0,9,10,9,9,8,2.0,8,2.0,9,2.0,9,2.0,9,9,10,6,10.0,16
6695,芯鼎,"['人工智慧', '人工智慧:機器學習', '人工智慧:電腦視覺', '半導體', '半導體:消費性IC', '體驗科技', '體驗科技:IC']",10,10,8,10,10.0,1,10,10,10,8,9.0,3,10.0,9,9.0,9,7.0,6,8,10,6,45.0,16
6697,東捷資訊,"['人工智慧', '人工智慧:系統整合', '人工智慧:資料處理', '人工智慧:顧問諮詢', '大數據', '大數據:雲端平台', '大數據:領域解決方案', '大數據:顧問諮詢', '資通訊安全', '資通訊安全:端點安全防護', '資通訊安全:網路基礎設施', '資通訊安全:網路安全防護', '資通訊安全:資安營運管理服務', '資通訊安全:資安防護能力分析與鑑識服務', '資通訊安全:資安顧問服務', '資通訊安全:資料安全', '軟體服務', '軟體服務:系統整合服務', '雲端運算', '雲端運算:IaaS', '雲端運算:PaaS', '雲端運算:SaaS', '雲端運算:系統整合', '雲端運算:虛擬化軟體', '雲端運算:雲端應用服務', '雲端運算:顧問諮詢']",10,8,9,10,10.0,10,10,9,10,8,2.0,8,2.0,8,2.0,8,2.0,8,7,10,6,18.0,16
6698,旭暉應材,"['其他', '其他:其他電子產品及電子服務產業']",9,8,9,10,9.0,9,10,10,9,6,2.0,2,2.0,9,10.0,9,2.0,5,9,1,5,25.0,6
6702,無資料,無資料,4,4,4,4,5.0,5,4,4,4,5,6.0,6,6.0,6,6.0,6,6.0,4,4,6,6,29.0,12
6703,軒郁,"['電子商務', '電子商務:一般零售', '電子商務:自有產品(服務)銷售', '食品生技', '食品生技:保健食品代理銷售及通路']",10,10,10,10,10.0,1,10,10,10,7,10.0,10,10.0,9,10.0,10,10.0,8,10,1,6,50.0,7
6706,惠特,"['LED照明產業', 'LED照明產業:生產製程、檢測設備及原物料', '其他', '其他:其他電子產品及電子服務產業', '半導體', '半導體:生產製程及檢測設備', '印刷電路板', '印刷電路板:生產製程及檢測設備']",8,9,7,7,2.0,9,8,7,7,6,1.0,1,1.0,2,2.0,2,2.0,9,7,2,6,8.0,8
6708,天擎,"['半導體', '半導體:網路通訊IC', '雲端運算', '雲端運算:PaaS', '雲端運算:SaaS', '雲端運算:系統整合', '雲端運算:設備管理軟體', '雲端運算:雲端作業系統']",10,10,6,10,10.0,1,10,10,10,7,2.0,2,2.0,2,2.0,2,3.0,10,8,5,6,19.0,11
6712,長聖,"['再生醫療', '再生醫療:幹細胞收集儲存', '再生醫療:幹細胞開發', '再生醫療:臨床實驗、移植技術、疾病治療']",9,10,10,10,9.0,1,10,10,10,10,9.0,10,9.0,10,10.0,10,10.0,9,9,2,5,47.0,7
6715,無資料,無資料,10,10,8,9,2.0,10,10,8,9,10,2.0,10,2.0,10,2.0,10,2.0,10,8,2,10,10.0,12
6716,應廣,"['半導體', '半導體:微控制器IC']",9,10,7,10,10.0,9,10,10,10,6,2.0,6,2.0,7,2.0,7,2.0,9,9,9,5,18.0,14
6719,力智,"['半導體', '半導體:電源管理IC']",9,10,7,9,2.0,9,9,8,8,7,2.0,1,1.0,8,2.0,8,2.0,10,9,1,1,9.0,2
6721,信實,"['其他', '其他:其他', '其他:環保潔能服務產業']",5,9,6,10,9.0,10,10,10,10,7,2.0,8,2.0,8,2.0,8,3.0,9,6,5,6,18.0,11
6727,亞泰金屬,"['印刷電路板', '印刷電路板:生產製程及檢測設備']",9,10,9,9,2.0,2,10,9,9,9,10.0,7,10.0,9,2.0,9,3.0,10,9,2,6,27.0,8
6728,上洋,"['其他', '其他:其他', '貿易百貨', '貿易百貨:貿易商、代理商、經銷商']",9,9,8,10,9.0,9,10,10,10,7,9.0,7,2.0,7,2.0,7,2.0,9,10,6,6,24.0,12
6732,昇佳電子,"['半導體', '半導體:光源管理IC']",9,9,6,9,9.0,2,10,9,9,7,10.0,7,10.0,7,10.0,7,10.0,9,8,1,2,49.0,3
6733,博晟生醫,"['醫療器材', '醫療器材:醫療耗材']",10,10,6,10,9.0,9,10,10,10,9,8.0,4,9.0,4,9.0,4,2.0,6,10,10,6,37.0,16
6735,美達科技,"['其他', '其他:其他電子產品及電子服務產業', '半導體', '半導體:生產製程及檢測設備']",10,10,8,10,10.0,9,9,9,8,8,2.0,1,1.0,8,2.0,8,2.0,9,10,1,6,17.0,7
